№,Наименование,Регистрационный номер,Краткое наименование,Адрес (место нахождения),"Возраст компании, лет",Код налогоплательщика,Вид деятельности/отрасль,Важная информация,"2023, Нематериальные активы, RUB","2023, Основные средства , RUB","2023, Доходные вложения в материальные ценности, RUB","2023, Долгосрочные финансовые вложения, RUB","2023, Отложенные налоговые активы, RUB","2023, Прочие внеоборотные активы, RUB","2023, Внеоборотные активы, RUB","2023, Запасы, RUB","2023, Чистые активы, RUB","2023, НДС по приобретенным ценностям , RUB","2023, Дебиторская задолженность, RUB","2023, Краткосрочные финансовые вложения, RUB","2023, Денежные средства и денежные эквиваленты, RUB","2023, Прочие оборотные активы, RUB","2023, Оборотные активы, RUB","2023, Активы  всего, RUB","2023, Уставный капитал , RUB","2023, Собственные акции, выкупленные у акционеров, RUB","2023, Переоценка внеоборотных активов, RUB","2023, Добавочный капитал, RUB","2023, Резервный капитал, RUB","2023, Нераспределенная прибыль (непокрытый убыток), RUB","2023, Капитал и резервы, RUB","2023, Заёмные средства (долгосрочные), RUB","2023, Отложенные налоговые обязательства, RUB","2023, Прочие долгосрочные обязательства, RUB","2023, Долгосрочные обязательства, RUB","2023, Заёмные средства (краткосрочные), RUB","2023, Кредиторская задолженность, RUB","2023, Доходы будущих периодов , RUB","2023, Прочие краткосрочные обязательства, RUB","2023, Краткосрочные обязательства, RUB","2023, Пассивы всего, RUB","2023, Собственный оборотный капитал, RUB","2023, Собственный капитал, RUB","2023, Совокупный долг, RUB","2023, Выручка, RUB","2023, Себестоимость продаж, RUB","2023, Валовая прибыль (убыток), RUB","2023, Коммерческие расходы, RUB","2023, Управленческие расходы, RUB","2023, Прибыль (убыток) от продажи, RUB","2023, Доходы от участия в других организациях, RUB","2023, Проценты к получению, RUB","2023, Проценты к уплате, RUB","2023, Прочие доходы, RUB","2023, Прочие расходы, RUB","2023, Прибыль (убыток) до налогообложения , RUB","2023, Текущий налог на прибыль, RUB","2023, Чистая прибыль (убыток), RUB","2023, EBIT, RUB","2023, Поступления от текущих операций, RUB","2023, Поступления от продаж, RUB","2023, Поступления арендных, лицензионных, комиссионных платежей, роялти, RUB","2023, Поступления от перепродажи финансовых вложений, RUB","2023, Платежи по текущим операциям, RUB","2023, Платежи поставщикам и подрядчикам, RUB","2023, Оплата труда, RUB","2023, Оплата процентов по долговым обязательствам, RUB","2023, Налог на прибыль, RUB","2023, Сальдо денежных потоков от текущих операций, RUB","2023, Поступления от инвестиционных операций, RUB","2023, Продажа внеоборотных активов, RUB","2023, Продажа акций других организаций, RUB","2023, Поступления от возврата займов, продажи долговых ценных бумаг, RUB","2023, Получение дивидендов, процентов, RUB","2023, Платежи по инвестиционным операциям, RUB","2023, Приобретение внеоборотных активов, RUB","2023, Приобретение акций (долей участия), RUB","2023, Приобретение долговых ценных бумаг, предоставление займов, RUB","2023, Платежи по процентам, RUB","2023, Сальдо денежных потоков от инвестиционных операций, RUB","2023, Поступления от финансовых операций, RUB","2023, Получение кредитов и займов, RUB","2023, Поступление денежных вкладов собственников (участников), RUB","2023, Поступления от выпуска акций, увеличения долей участия, RUB","2023, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., RUB","2023, Платежи по финансовым операциям, RUB","2023, Выкуп акций (долей) у собственников, RUB","2023, Выплата дивидендов, RUB","2023, Погашение векселей, возврат кредитов и займов, RUB","2023, Сальдо денежных потоков от финансовых операций, RUB","2023, Сальдо денежных потоков за отчетный период, RUB","2023, Поступление денежных средств всего, RUB","2023, Платежей всего, RUB","2023, Прибыль от приносящей доход деятельности, RUB","2023, Всего поступило средств, RUB","2023, Расходы на содержание аппарата управления, RUB","2023, Приобретение основных средств, инвентаря и иного имущества, RUB","2023, Всего использовано средств, RUB","2023, Остаток средств на конец отчетного года, RUB","2023, Период погашения кредиторской задолженности, дни","2023, Оборачиваемость кредиторской задолженности, разы","2023, Период оборота запасов, дни","2023, Оборачиваемость запасов, разы","2023, Период погашения дебиторской задолженности, дни","2023, Оборачиваемость дебиторской задолженности, разы","2023, Оборачиваемость основных средств, разы","2023, Период оборота основных средств, дни","2023, Период оборота активов, дни","2023, Соотношение валовой прибыли к активам компании, %","2023, Cooтношение дебиторской задолженности к активам компании, %","2023, Доля рабочего капитала в активах компании, %","2023, Коэффициент оборачиваемости совокупных активов, %","2023, Коэффициент соотношения заемных и собственных средств, %","2023, Коэффициент покрытия процентов по EBIT, %","2023, Соотношение совокупного долга к капиталу, %","2023, Соотношение чистого долга к капиталу, %","2023, Соотношение совокупного долга к EBIT, %","2023, Коэффициент долгосрочного привлечения заемных средств, %","2023, Коэффициент концентрации собственного капитала (автономии), %","2023, Коэффициент маневренности собственных средств, %","2023, Коэффициент обеспеченности собственными оборотными средствами, %","2023, Коэффициент концентрации заемного капитала,%","2023, Чистая норма прибыли, %","2023, Коммерческие и управленческие расходы к выручке, %","2023, Валовая рентабельность, %","2023, Рентабельность продаж, %","2023, Валовая рентабельность затрат, %","2023, Валовая рентабельность коммерческих и управленческих расходов, %","2023, Рентабельность затрат, %","2023, Доля себестоимости как процент от выручки, %","2023, Рентабельность прибыли до налогообложения и процентов - (EBITM), %","2023, Рентабельность активов (ROA), %","2023, Рентабельность капитала (ROE), %","2023, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2023, Коэффициент текущей ликвидности, %","2023, Доля краткосрочной в общем объеме задолженности, %","2023, Коэффициент быстрой ликвидности, %","2023, Коэффициент абсолютной ликвидности, %"
1,"(ТУЛАТЕХМАШ), АО",1027100592837,"АО ""(ТУЛАТЕХМАШ)""","300024, Тульская обл., г. Тула, проезд Ханинский, д. 6 офис 23, этаж 3, литера А",32,7104002140,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"Банкротство (Конкурсное производство (21.08.2024)). 
",,29737000,,,,,29737000,,-28024000,,156714000,,12255000,,168969000,198706000,76000,,9253000,,,-37353000,-28024000,31978000,,,31978000,52943000,141809000,,,194752000,198706000,27160000,-28024000,226730000,16375000,,16375000,,3399000,12976000,,,,62297000,1043000,74230000,,69294000,74230000,22494000,21859000,,,13154000,1603000,680000,,,9340000,,,,,,,,,,,,,,,,,,,,,,9340000,22494000,13154000,,,,,,,,0.10000000000000001,,,3556,0.10000000000000001,0.5,673.5,4399,0.082400000000000001,0.78869999999999996,-0.1298,0.083000000000000004,-8.0906000000000002,,-3.0303,-2.593,1.1439999999999999,8.0875000000000004,-0.14099999999999999,2.0611000000000002,-0.34179999999999999,1.141,4.2317,0.20760000000000001,1,0.79239999999999999,,4.8175999999999997,3.8176000000000001,,4.5331000000000001,0.35110000000000002,-1.1056999999999999,0.069599999999999995,0.86760000000000004,0.62339999999999995,0.86760000000000004,0.062899999999999998
13,"1015 УСМР, АО",1027739381658,АО 1015 УСМР,"143003, Московская обл, Одинцово г, г.о. Одинцовский, ул Северная, д. 53, этаж 2",21,7734008581,Строительство жилых и нежилых зданий,"В отношении юридического лица в деле о несостоятельности (банкротстве) введено наблюдение (17.02.2024). 
Банкротство (Наблюдение (07.02.2024)). 
На 04.09.2024 22:06 есть решения ФНС о приостановлении операций по счетам. 
",,939000,,,59000,,998000,206829000,71507000,24682000,1224565000,,3654000,156000,1459886000,1460884000,5178000,,1244000,,1198000,63887000,71507000,,103000,1161000,1264000,23133000,1357224000,,,1388113000,1460884000,77824000,71507000,1389377000,431148000,181807000,249341000,,21539000,227802000,,,,2677000,229878000,601000,-334000,267000,601000,197103000,176660000,,,245685000,171581000,5130000,,929000,-48582000,75336000,,,75336000,,,,,,,75336000,,,,,,40354000,,,40354000,-40354000,-13600000,272439000,286039000,,,,,,,2893.8099999999999,0.29999999999999999,179.90000000000001,2,1098,0.29999999999999999,349.80000000000001,1,1320,0.17069999999999999,0.83819999999999995,0.049099999999999998,0.27650000000000002,19.4299,,0.32350000000000001,0.27239999999999998,38.4908,0.017399999999999999,0.048899999999999999,0.98599999999999999,0.048300000000000003,0.95109999999999995,0.00059999999999999995,0.050000000000000003,0.57830000000000004,0.52839999999999998,1.3714999999999999,11.5763,1.1203000000000001,0.42170000000000002,0.0014,0.00020000000000000001,0.0037000000000000002,0.159,1.0517000000000001,1,0.90269999999999995,0.0025999999999999999
46,"315 УНР, АО ГК",1097746691690,"АО ГК ""315 УНР""","115035, г. Москва, набережная Космодамианская, д. 4/22 стр. 8 пом. 307 этаж 3 ком. 14;15 (Бизнес-центр на Космодамианской Набережной, 4/22С8)",14,7723736010,Строительство жилых и нежилых зданий,"Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство (08.07.2024). 
Банкротство (Конкурсное производство (03.06.2024)). 
",,,,,,,,,466915000,9685000,8001216000,,11000,,8010913000,8010913000,10000,,,,,466906000,466916000,,,,,125748000,7418250000,,,7543998000,8010913000,582977000,466916000,7543998000,827973000,243343000,584630000,,52179000,532451000,,,,319646000,851459000,638000,-572000,66000,638000,83525000,74005000,,,83514000,40995000,29791000,,311000,11000,,,,,,,,,,,,,,,,,,,,,,11000,83525000,83514000,,,,,,,11515.110000000001,0.10000000000000001,,,3630,0.10000000000000001,,,3640,0.072999999999999995,0.99880000000000002,0.058299999999999998,0.1003,16.1571,,0.26929999999999998,0.26929999999999998,197.09719999999999,,0.058299999999999998,1,0.058299999999999998,0.94169999999999998,0.0001,0.063,0.70609999999999995,0.6431,2.4024999999999999,11.2043,1.8017000000000001,0.29389999999999999,0.00080000000000000004,,0.0001,0.066500000000000004,1.0619000000000001,1,1.0619000000000001,
51,"4 ПАПАС, ООО",1037736007627,"ООО ""4 ПАПАС ""","115230, г. Москва, проезд Хлебозаводский, д. 7 стр. 9 Э,П, офис , ком. 8,XV,801,43 (Бизнес-центр ""Калейдоскоп"")",21,7736231666,Деятельность ресторанов и услуги по доставке продуктов питания,"В отношении юридического лица в деле о несостоятельности (банкротстве) введено наблюдение (04.03.2024). 
Банкротство (Наблюдение (22.02.2024)). 
На 26.09.2024 22:02 есть решения ФНС о приостановлении операций по счетам. 
",1235000,7607000,402000,,11693000,357918000,378855000,1639000,71487000,4876000,122022000,70967000,1429000,2401000,203333000,582187000,84317000,,,,,-12830000,71487000,259121000,4307000,,263428000,57400000,187444000,,2329000,247272000,582187000,-64683000,71487000,510700000,8950000,134000,8816000,5527000,4645000,-1356000,,4772000,2882000,39440000,52387000,-12413000,1549000,-10864000,-14303000,24309000,6170000,,,49718000,2005000,6445000,,47000,-25409000,4938000,,,4938000,,167000,167000,,,,4771000,37000,37000,,,,4383000,,,4383000,-4346000,-24984000,29284000,54268000,,,,,,,574255.31999999995,,79.099999999999994,4.5999999999999996,5920,0.10000000000000001,1.1000000000000001,317.80000000000001,25414,0.015100000000000001,0.20960000000000001,-0.075499999999999998,0.0144,7.1440000000000001,-4.9629000000000003,4.4276999999999997,4.4077000000000002,-22.1297,0.78659999999999997,0.12280000000000001,-4.2995999999999999,-1.5116000000000001,0.87719999999999998,-1.2139,1.1365000000000001,0.98499999999999999,-0.1515,65.790999999999997,0.86670000000000003,-0.13159999999999999,0.014999999999999999,-2.2421000000000002,-0.017399999999999999,-0.14119999999999999,-0.010200000000000001,0.82230000000000003,0.18129999999999999,0.81569999999999998,0.2928
82,"94 АРЗ, АО",1093925021508,"АО ""94 АРЗ""","236004, Калининградская обл., г. Калининград, ул. Дзержинского, д. 55",29,3907205686,"Деятельность, связанная с обеспечением военной безопасности","Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство (14.02.2021). 
Банкротство (Конкурсное производство (09.02.2021)). 
На 18.08.2024 22:04 есть решения ФНС о приостановлении операций по счетам. 
",,177673000,,,,,177673000,,-88038000,,1085000,,,,1085000,178758000,189175000,,,,252000,-277465000,-88038000,,,,,13767000,252641000,,,266796000,178758000,-251556000,-88038000,266796000,,6659000,-6659000,,4551000,-11210000,,,,6642000,1265000,-5833000,,1076000,-5833000,3145000,3131000,,,3145000,545000,259000,,,,,,,,,,,,,,,,,,,,,,,,,,3145000,3145000,,,,,,,13878.25,,,,,,,,,-0.0373,0.0061000000000000004,-1.4863999999999999,,-3.0305,,-0.15640000000000001,-0.15640000000000001,-2.3601999999999999,,-0.49249999999999999,3.0181,-244.89490000000001,1.4924999999999999,,,,,-1,-1.4632000000000001,-1,,,0.0060000000000000001,-0.0121,-0.062700000000000006,0.0041000000000000003,1,0.0041000000000000003,
164,"АБАБКОВСКОЕ, АО",1025202120130,"АО ""АБАБКОВСКОЕ""","606119, Нижегородская обл., Павловский район, с. Абабково, ул. Колхозная, д. 5",31,5252000657,"Разведение молочного крупного рогатого скота, производство сырого молока","Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство (07.02.2024). 
Банкротство (Конкурсное производство (31.01.2024)). 
",,119436000,58000,,,,119494000,33318000,-73367000,,11163000,1875000,16000,2193000,48565000,168059000,605000,9279000,,,,-83251000,-73367000,9314000,,,9314000,94116000,137326000,,,232112000,168059000,-92829000,-73367000,241426000,62247000,96834000,-34587000,,32169000,-66756000,,,6260000,23357000,30087000,-79746000,-732000,-80478000,-73486000,51077000,47662000,,,50425000,39157000,10755000,,,652000,,,,,,,,,,,,174000,174000,,,,214000,,,214000,-40000,612000,51251000,50639000,,,,,,,499.07999999999998,0.5,295.5,1.2,135,2.7000000000000002,0.5,720.89999999999998,1176,-0.20580000000000001,0.066400000000000001,-1.0922000000000001,0.31040000000000001,-3.2907000000000002,-11.739000000000001,-1.4097999999999999,-1.4095,-1.4075,-0.1454,-0.43659999999999999,2.6286999999999998,-3.9712000000000001,1.4366000000000001,-1.2928999999999999,0.51680000000000004,-0.55559999999999998,-1.0724,-0.35720000000000002,-1.0751999999999999,-0.51749999999999996,1.5556000000000001,-1.3816999999999999,-0.40139999999999998,2.4156,-0.4073,0.2092,0.90990000000000004,0.065699999999999995,0.0080999999999999996
173,"АБЗ НЕВСКИЙ, ООО",1167847107669,"ООО ""АБЗ ""НЕВСКИЙ""","192012, г. Санкт-Петербург, проспект Обуховской Обороны, д. 116 к. 1 литера Е пом. 25-Н, офис Т-434А",8,7811600890,Строительство жилых и нежилых зданий,"В отношении юридического лица в деле о несостоятельности (банкротстве) введено наблюдение (09.08.2024). 
Банкротство (Наблюдение (31.07.2024)). 
",,1877000,,,,,1877000,1568000,2571000,868000,378000,542000,,,3356000,5234000,10000,,,,,2561000,2571000,,,,,,2663000,,,2663000,5234000,-717000,2571000,2663000,168955000,164062000,4893000,,2698000,2195000,,,,492000,417000,2270000,-454000,1816000,2270000,187691000,187691000,,,197253000,193005000,553000,,557000,-9562000,,,,,,,,,,,,,,,,,,,,,,-9562000,187691000,197253000,,,,,,,140.34999999999999,2.7000000000000002,7.5999999999999996,48,111,3.2999999999999998,21.300000000000001,17.100000000000001,152,0.93479999999999996,0.0722,0.13239999999999999,2.4051999999999998,1.0358000000000001,,,,,,0.49120000000000003,0.26989999999999997,0.20680000000000001,0.50880000000000003,0.010699999999999999,0.016,0.029000000000000001,0.012999999999999999,0.0298,1.8136000000000001,0.0132,0.97099999999999997,0.0134,0.025899999999999999,0.2535,0.57420000000000004,1.2602,,0.6714,0.20349999999999999
283,"АВАНТЕЛЬ-ИНВЕСТ, ООО",1107746632620,"ООО ""АВАНТЕЛЬ-ИНВЕСТ""","123308, г. Москва, вн.тер.г. муниципальный округ Хорошево-Мневники, ул 3-я Хорошёвская, д. 2, стр. 1, этаж 6 ПОМЕЩ. I ОФИС 12",14,7705925061,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки","Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство (10.05.2024). 
Банкротство (Конкурсное производство (01.04.2024)). 
",,151655000,,85154000,107896000,,344705000,48811000,-1064164000,,3864000,,,,52675000,397380000,10000,,,,,-1064174000,-1064164000,1008654000,87000,,1008741000,,452803000,,,452803000,397380000,-400128000,-1064164000,1461544000,1700000,,1700000,,3762000,-2062000,,,47299000,431000,1285000,-50215000,,-50215000,-2916000,2508000,2014000,,,2549000,31000,628000,,,-41000,,,,,,,,,,,,,,,,,,,,,,-41000,2508000,2549000,,,,,,,,,5240,0.10000000000000001,21119,,,45001.599999999999,113025,0.0043,0.0097000000000000003,-1.0068999999999999,0.0032000000000000002,-1.3734,-0.061699999999999998,-0.94779999999999998,-0.94779999999999998,-345.9033,-18.200800000000001,-2.6779999999999999,1.3239000000000001,-26.746400000000001,3.6779999999999999,-29.5382,2.2128999999999999,1,-1.2129000000000001,,0.45190000000000002,-0.54810000000000003,,-57.361199999999997,-0.095399999999999999,0.048500000000000001,-0.0101,0.1163,,0.0085000000000000006,
322,"АВИАКОМПАНИЯ ПОЛЕТ, ЗАО",1023102365197,"ЗАО ""АВИАКОМПАНИЯ ""ПОЛЕТ""","129090, г. Москва, проспект Олимпийский, д. 16 к. 1",29,3128000948,"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию","Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство (29.02.2024). 
Банкротство (Конкурсное производство (26.04.2016)). 
На 07.04.2024 22:03 есть решения ФНС о приостановлении операций по счетам. 
Сведения в ЕГРЮЛ недостоверны (адрес).",,,,,,,,62929000,-4562117000,,2651000,,2768000,3051000,71399000,71399000,1300000,,,286235000,131000,-4849783000,-4562117000,,,3154885000,3154885000,89878000,1388753000,,,1478631000,71399000,-1320405000,-4562117000,4633516000,2522000,,2522000,,833000,1689000,,,,,,1689000,-338000,1351000,1689000,2732000,2732000,,,584000,,,,,2148000,,,,,,,,,,,,,,,,,,,,,,2148000,2732000,584000,,,,,,,,,9107.5,,399,0.90000000000000002,,,10193,0.035299999999999998,0.037100000000000001,-19.709399999999999,0.035799999999999998,-1.0157,,-0.019699999999999999,-0.019099999999999999,53.213700000000003,-2.2418999999999998,-63.896099999999997,1,-63.896099999999997,64.896100000000004,0.53569999999999995,0.33029999999999998,1,0.66969999999999996,,3.0276000000000001,2.0276000000000001,,0.66969999999999996,0.019199999999999998,-0.00029999999999999997,0.0258,0.048300000000000003,1,0.0057000000000000002,0.0019
326,"АВИАПРОМСТРОЙ, АО",1107746834140,"АО ""АВИАПРОМСТРОЙ""","107078, г. Москва, вн.тер.г. муниципальный округ Красносельский, ул Новорязанская, д. 16/11, стр. 1, помещ. 14/5",13,7708728600,"Деятельность заказчика-застройщика, генерального подрядчика","Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство (21.06.2024). 
Банкротство (Конкурсное производство (14.06.2024)). 
На 16.08.2024 09:41 есть решения ФНС о приостановлении операций по счетам. 
Сведения в ЕГРЮЛ недостоверны (адрес).",,223000,,,6113000,572000,6907000,151870000,26244000,2418000,1211436000,14870000,2083000,95710000,1478387000,1485295000,1000000,,,,50000,25194000,26244000,120120000,881000,,121001000,90045000,1248005000,,,1338050000,1485295000,117384000,26244000,1459051000,518924000,430740000,88184000,,116397000,-28213000,,156000,7322000,85993000,91088000,-40474000,6113000,-34361000,-33308000,602092000,569237000,,,696655000,542849000,88211000,,1405000,-94563000,37833000,,,37833000,,42790000,,,42790000,,-4957000,,,,,,180000,,,180000,-180000,-99700000,639925000,739625000,,,,,,,1021.45,0.40000000000000002,119.5,3.1000000000000001,789,0.5,2459.4000000000001,0.10000000000000001,1029,0.059400000000000001,0.81559999999999999,0.094500000000000001,0.3548,55.595599999999997,-4.5490000000000004,8.0081000000000007,7.9287000000000001,-6.3097000000000003,0.82179999999999997,0.0177,0.73680000000000001,0.013100000000000001,0.98229999999999995,-0.066199999999999995,0.2243,0.1699,-0.054399999999999997,0.20469999999999999,0.75760000000000005,-0.0516,0.83009999999999995,-0.092399999999999996,-0.0235,-0.7913,-0.0207,1.1049,0.4284,0.99139999999999995,0.012699999999999999
